"","POS_mm","RghtLft","SECTION","volume","volume D","volume V","index","index D","index V","mb","set","src","position"
"222",0.1,"left","distal",0,0,0,0,0,0,"MB11",2,"MB11-2","left distal"
"4736",0.1,"left","distal",0,0,0,0,0,0,"MB22",2,"MB22-2","left distal"
"3249",0.1,"left","proximal",0,0,8.75e-06,1.7573,3.5,0.0146,"MB19",1,"MB19-1","left proximal"
"4377",0.1,"left","proximal",0.003086,0.0002145,0.00331375,1.8095,4.1239,2.6191,"MB22",1,"MB22-1","left proximal"
"901",0.1,"left","proximal",0,0,0,0,0,0,"MB13",1,"MB13-1","left proximal"
"440",0.1,"right","distal",0,0,0,0,0,0,"MB12",1,"MB12-1","right distal"
"3845",0.1,"right","distal",0,0,0,0,0,0,"MB21",1,"MB21-1","right distal"
"5484",0.2,"left","distal",5e-04,1e-04,3e-04,1.4193,2,0.8386,"MB23",2,"MB23-2","left distal"
"2097",0.2,"left","distal",0,0,0,0,0,0,"MB17",1,"MB17-1","left distal"
"223",0.2,"right","distal",0.001409,0.00099075,0.00046575,0.3046,0.2209,0.3882,"MB11",2,"MB11-2","right distal"
"902",0.2,"right","proximal",0.00016,6.525e-05,9.475e-05,1.9772,2,1.9544,"MB13",1,"MB13-1","right proximal"
"1191",0.2,"right","proximal",0.000248,0.00022825,1.95e-05,0.8054,1.4653,0.3491,"MB13",2,"MB13-2","right proximal"
"3250",0.2,"right","proximal",0.00292475,3.55e-05,0.002903,3.1787,5,1.3574,"MB19",1,"MB19-1","right proximal"
"2930",0.2,"right","proximal",0,0,0,0,0,0,"MB18",2,"MB18-2","right proximal"
"4378",0.2,"right","proximal",0,0,0,0,0,0,"MB22",1,"MB22-1","right proximal"
"4737",0.3,"left","distal",7.175e-05,0,0.00152225,1.7959,1.9347,1.6572,"MB22",2,"MB22-2","left distal"
"1818",0.3,"left","distal",0.00022025,0.00013525,0.0001355,5.9342,5.4543,6.4142,"MB14",2,"MB14-2","left distal"
"2609",0.3,"left","distal",0.00200275,0.0001965,0.00185625,3.7833,5.4276,2.1391,"MB18",1,"MB18-1","left distal"
"2349",0.3,"left","distal",0.0054675,0.001237,0.0042305,10.9537,11,10.9074,"MB17",2,"MB17-2","left distal"
"224",0.3,"left","distal",0.02217775,0.0180175,0.004201,3.2245,3.8933,2.5556,"MB11",2,"MB11-2","left distal"
"4379",0.3,"left","proximal",0.004618,5e-07,0.00585325,3.5425,1.3249,5.76,"MB22",1,"MB22-1","left proximal"
"3251",0.3,"left","proximal",0.00489075,0.000444,0.004476,3.5291,4.5285,2.5296,"MB19",1,"MB19-1","left proximal"
"903",0.3,"left","proximal",0,0,0,0,0,0,"MB13",1,"MB13-1","left proximal"
"5090",0.3,"right","distal",0.0012,0,0.0012,4,4,4,"MB23",1,"MB23-1","right distal"
"678",0.3,"right","distal",0.0014,2e-04,0.0017,2.3392,2.5,2.1785,"MB12",2,"MB12-2","right distal"
"3846",0.3,"right","distal",0.0035,0,0.0036,3.9968,4,3.9936,"MB21",1,"MB21-1","right distal"
"441",0.3,"right","distal",0.0127,0.0018,0.0109,9.9841,10,9.9682,"MB12",1,"MB12-1","right distal"
"1474",0.3,"right","distal",0.002211,0.00035225,0.001897,4.9859,5,4.9717,"MB14",1,"MB14-1","right distal"
"1",0.3,"right","distal",0.00336725,7.725e-05,0.003367,4.9779,5,4.9557,"MB11",1,"MB11-1","right distal"
"3550",0.3,"right","distal",0.0049015,0.00102875,0.0043685,1.6633,1.8333,1.4933,"MB19",2,"MB19-2","right distal"
"679",0.4,"left","distal",2e-04,2e-04,1e-04,1.736,2,1.4721,"MB12",2,"MB12-2","left distal"
"5091",0.4,"left","distal",0.001,0,0.0017,10.3222,17,3.6444,"MB23",1,"MB23-1","left distal"
"4143",0.4,"left","distal",0.0019,9e-04,0.0011,2.0347,1.172,2.8975,"MB21",2,"MB21-2","left distal"
"5485",0.4,"left","distal",0.0048,9e-04,0.0045,10.4172,16,4.8343,"MB23",2,"MB23-2","left distal"
"2098",0.4,"left","distal",1.825e-05,0,0.00041625,2.8504,1.5327,4.168,"MB17",1,"MB17-1","left distal"
"442",0.4,"left","distal",0.0209,0.0017,0.0206,21.9921,22,21.9842,"MB12",1,"MB12-1","left distal"
"3551",0.4,"left","distal",0.00126525,2.775e-05,0.0017895,2.9745,4.5491,1.3999,"MB19",2,"MB19-2","left distal"
"4738",0.4,"right","distal",0,0,4.875e-05,0.3671,0.7073,0.0269,"MB22",2,"MB22-2","right distal"
"225",0.4,"right","distal",0.002157,0.00114875,0.001409,0.6389,0.4114,0.8664,"MB11",2,"MB11-2","right distal"
"2931",0.4,"right","proximal",0.000816,0.000228,0.000656,2.5701,0.3218,4.8183,"MB18",2,"MB18-2","right proximal"
"1192",0.4,"right","proximal",0.00088825,0.0006715,0.0002165,1.8119,3.4111,0.7326,"MB13",2,"MB13-2","right proximal"
"3252",0.4,"right","proximal",0.00095675,0.000664,0.000374,2.0631,3.5096,0.6166,"MB19",1,"MB19-1","right proximal"
"904",0.4,"right","proximal",0.00135025,0.00051225,0.001001,8.5977,8.5275,8.8154,"MB13",1,"MB13-1","right proximal"
"4380",0.4,"right","proximal",0,0,0,0,0,0,"MB22",1,"MB22-1","right proximal"
"4739",0.5,"left","distal",0.00011325,0,0.00142725,1.8757,1.9599,1.7916,"MB22",2,"MB22-2","left distal"
"1819",0.5,"left","distal",0.00028875,6.875e-05,0.00029525,3.539,2.4205,4.6575,"MB14",2,"MB14-2","left distal"
"2610",0.5,"left","distal",0.00400775,0.00015725,0.0041195,6.6614,8.9601,4.3627,"MB18",1,"MB18-1","left distal"
"2350",0.5,"left","distal",0.0086845,0.002254,0.0064305,16.9699,17,16.9398,"MB17",2,"MB17-2","left distal"
"226",0.5,"left","distal",0.0100135,0.0071165,0.00290225,2.298,2.6278,1.9894,"MB11",2,"MB11-2","left distal"
"905",0.5,"left","proximal",0.0004115,7.25e-06,0.00048725,0.382,0.3502,0.7408,"MB13",1,"MB13-1","left proximal"
"3253",0.5,"left","proximal",0.00097775,0.000408,0.00057675,2.0785,3.3726,0.7845,"MB19",1,"MB19-1","left proximal"
"4381",0.5,"left","proximal",0.00176725,0,0.002882,2.8437,1.783,3.9044,"MB22",1,"MB22-1","left proximal"
"1193",0.5,"left","proximal",0,0,0,0,0,0,"MB13",2,"MB13-2","left proximal"
"2932",0.5,"left","proximal",0,0,0,0,0,0,"MB18",2,"MB18-2","left proximal"
"680",0.5,"right","distal",0.0026,0.001,0.002,3.0925,4.4661,1.7189,"MB12",2,"MB12-2","right distal"
"5092",0.5,"right","distal",0.0035,0,0.004,10.9962,11,10.9923,"MB23",1,"MB23-1","right distal"
"3847",0.5,"right","distal",0.0045,0,0.0046,4.9983,5,4.9966,"MB21",1,"MB21-1","right distal"
"443",0.5,"right","distal",0.0259,0.006,0.0207,17.9838,18,17.9676,"MB12",1,"MB12-1","right distal"
"3552",0.5,"right","distal",0.00210625,8.5e-06,0.002447,2.7868,3,2.5735,"MB19",2,"MB19-2","right distal"
"1475",0.5,"right","distal",0.0036935,0.00065475,0.003071,6.9822,7,6.9644,"MB14",1,"MB14-1","right distal"
"2",0.5,"right","distal",0.00899875,0.00107275,0.007958,7.9878,8,7.9755,"MB11",1,"MB11-1","right distal"
"5486",0.5,"right","distal",0,0,0,0,0,0,"MB23",2,"MB23-2","right distal"
"2099",0.6,"left","distal",0,0,0.0001265,2.1016,1.778,2.4253,"MB17",1,"MB17-1","left distal"
"4144",0.6,"left","distal",5e-04,2e-04,3e-04,0.9507,0.4282,1.4731,"MB21",2,"MB21-2","left distal"
"681",0.6,"left","distal",0.0018,0.0012,7e-04,2.5199,2.862,2.1779,"MB12",2,"MB12-2","left distal"
"5093",0.6,"left","distal",0.0029,2e-04,0.0032,3.2022,4.5,1.9043,"MB23",1,"MB23-1","left distal"
"5487",0.6,"left","distal",0.0078,0.0025,0.0059,10.5679,13.75,7.3858,"MB23",2,"MB23-2","left distal"
"444",0.6,"left","distal",0.0246,0.0014,0.0254,25.9795,26,25.9589,"MB12",1,"MB12-1","left distal"
"3553",0.6,"left","distal",0.00032625,0.000114,0.000809,2.501,3.8133,1.1888,"MB19",2,"MB19-2","left distal"
"4740",0.6,"right","distal",0,0,4.85e-05,0.3768,0.7218,0.0318,"MB22",2,"MB22-2","right distal"
"227",0.6,"right","distal",0.0024465,0.00117325,0.001631,0.858,0.7937,0.9223,"MB11",2,"MB11-2","right distal"
"2933",0.6,"right","proximal",0.0003055,0.00015825,0.000172,0.5257,0.242,0.8094,"MB18",2,"MB18-2","right proximal"
"3254",0.6,"right","proximal",0.00034025,0.00015475,0.00022825,0.9177,1.4519,0.3835,"MB19",1,"MB19-1","right proximal"
"1194",0.6,"right","proximal",0.00160075,0.0012545,0.00034825,1.9391,2.9732,0.9049,"MB13",2,"MB13-2","right proximal"
"906",0.6,"right","proximal",0.002438,0.00083925,0.001853,7.8148,7.0658,8.5638,"MB13",1,"MB13-1","right proximal"
"4382",0.6,"right","proximal",0,0,0,0,0,0,"MB22",1,"MB22-1","right proximal"
"1820",0.7,"left","distal",0.000251,2.525e-05,0.0003655,2.6431,1.7725,3.5138,"MB14",2,"MB14-2","left distal"
"4741",0.7,"left","distal",0.0003785,0,0.0009075,1.2461,1.6084,0.8838,"MB22",2,"MB22-2","left distal"
"228",0.7,"left","distal",0.00135575,2.55e-05,0.00147625,2.5829,3.2837,1.8821,"MB11",2,"MB11-2","left distal"
"2611",0.7,"left","distal",0.001588,0.0007545,0.00099075,4.7935,7.9431,1.6439,"MB18",1,"MB18-1","left distal"
"2351",0.7,"left","distal",0.00913975,0.003043,0.00609675,17.9646,18,17.9291,"MB17",2,"MB17-2","left distal"
"3255",0.7,"left","proximal",0.00079275,0.00027925,0.00052225,1.3947,2.0682,0.7211,"MB19",1,"MB19-1","left proximal"
"4383",0.7,"left","proximal",0.00079375,0,0.00171675,2.2268,1.5904,2.8632,"MB22",1,"MB22-1","left proximal"
"907",0.7,"left","proximal",0.00110475,2.175e-05,0.0012805,0.7699,1.0865,1.4722,"MB13",1,"MB13-1","left proximal"
"1195",0.7,"left","proximal",0.0038645,0.000829,0.00303525,1.1357,1.4487,0.8226,"MB13",2,"MB13-2","left proximal"
"2934",0.7,"left","proximal",0,0,0,0,0,0,"MB18",2,"MB18-2","left proximal"
"682",0.7,"right","distal",0.0036,0.0015,0.0024,4.0682,5.6449,2.4916,"MB12",2,"MB12-2","right distal"
"5488",0.7,"right","distal",0.005,6e-04,0.0044,7.9409,10,5.8819,"MB23",2,"MB23-2","right distal"
"3848",0.7,"right","distal",0.0076,1e-04,0.0075,7.9993,8,7.9987,"MB21",1,"MB21-1","right distal"
"5094",0.7,"right","distal",0.0084,0.0013,0.0076,18.4643,19,17.9285,"MB23",1,"MB23-1","right distal"
"445",0.7,"right","distal",0.0693,0.0297,0.0401,31.9854,32,31.9708,"MB12",1,"MB12-1","right distal"
"3554",0.7,"right","distal",0.000454,0,0.00065975,2.0594,2.5,1.6188,"MB19",2,"MB19-2","right distal"
"1476",0.7,"right","distal",0.00517025,0.001348,0.003837,7.9788,8,7.9576,"MB14",1,"MB14-1","right distal"
"3",0.7,"right","distal",0.0145005,0.00366975,0.01087075,9.9866,10,9.9733,"MB11",1,"MB11-1","right distal"
"2100",0.8,"left","distal",0,0,7.7e-05,1.1726,1.0836,1.2616,"MB17",1,"MB17-1","left distal"
"4145",0.8,"left","distal",7e-04,5e-04,2e-04,0.7473,0.7767,0.7179,"MB21",2,"MB21-2","left distal"
"5489",0.8,"left","distal",0.0014,6e-04,0.002,10.6274,15.25,6.0048,"MB23",2,"MB23-2","left distal"
"5095",0.8,"left","distal",0.0031,2e-04,0.0032,10.7668,17.5,4.0336,"MB23",1,"MB23-1","left distal"
"683",0.8,"left","distal",0.0032,0.0021,9e-04,2.7653,2.9788,2.5519,"MB12",2,"MB12-2","left distal"
"3555",0.8,"left","distal",1.575e-05,0,0.000189,1.9604,3.4137,0.5072,"MB19",2,"MB19-2","left distal"
"446",0.8,"left","distal",0.0247,0.0014,0.0249,24.9917,25,24.9833,"MB12",1,"MB12-1","left distal"
"4742",0.8,"right","distal",0,0,7.5e-05,1.255,2.4604,0.0496,"MB22",2,"MB22-2","right distal"
"229",0.8,"right","distal",0.0044585,0.002623,0.00187925,1.5132,1.6434,1.383,"MB11",2,"MB11-2","right distal"
"2935",0.8,"right","proximal",0.00019525,0.0001065,9.15e-05,0.5141,0.166,0.8621,"MB18",2,"MB18-2","right proximal"
"3256",0.8,"right","proximal",0.00027925,1.325e-05,0.0002915,0.9586,1.3384,0.5789,"MB19",1,"MB19-1","right proximal"
"4384",0.8,"right","proximal",0.0003855,0.00011425,0.0002785,0.5061,0.8701,0.1421,"MB22",1,"MB22-1","right proximal"
"1196",0.8,"right","proximal",0.00164625,0.001212,0.0004345,1.7621,1.9556,1.5687,"MB13",2,"MB13-2","right proximal"
"908",0.8,"right","proximal",0.00381525,0.0012915,0.00263175,8.5962,7.7914,9.4011,"MB13",1,"MB13-1","right proximal"
"230",0.9,"left","distal",0.00020175,0,0.00030225,2.1931,3.7509,0.6353,"MB11",2,"MB11-2","left distal"
"1821",0.9,"left","distal",0.00049525,2.725e-05,0.000577,3.0549,2.2325,3.8772,"MB14",2,"MB14-2","left distal"
"4743",0.9,"left","distal",0.00084175,0.000259,0.00067375,2.8721,4.8866,0.8576,"MB22",2,"MB22-2","left distal"
"2612",0.9,"left","distal",0.00141275,0.00064525,0.00083075,3.2735,4.7413,1.8056,"MB18",1,"MB18-1","left distal"
"2352",0.9,"left","distal",0.00978325,0.0041255,0.00565775,17.9643,18,17.9286,"MB17",2,"MB17-2","left distal"
"4385",0.9,"left","proximal",0.000509,0,0.0014495,1.7601,1,2.5203,"MB22",1,"MB22-1","left proximal"
"3257",0.9,"left","proximal",0.000823,0.00028375,0.000558,1.852,2.8233,0.8806,"MB19",1,"MB19-1","left proximal"
"1197",0.9,"left","proximal",0.0011435,0.000224,0.0009445,0.3765,0.4374,0.3156,"MB13",2,"MB13-2","left proximal"
"909",0.9,"left","proximal",0.00164475,2.125e-05,0.00176475,1.4066,1.2627,1.7791,"MB13",1,"MB13-1","left proximal"
"2936",0.9,"left","proximal",0,0,0,0,0,0,"MB18",2,"MB18-2","left proximal"
"684",0.9,"right","distal",0.0041,0.0022,0.0022,3.7476,5.4091,2.0861,"MB12",2,"MB12-2","right distal"
"5490",0.9,"right","distal",0.008,0.0014,0.0069,8.9151,10.5,7.3302,"MB23",2,"MB23-2","right distal"
"3849",0.9,"right","distal",0.0088,1e-04,0.0087,8.9991,9,8.9982,"MB21",1,"MB21-1","right distal"
"5096",0.9,"right","distal",0.0205,0.0046,0.0177,30.9869,34.9784,26.9954,"MB23",1,"MB23-1","right distal"
"3556",0.9,"right","distal",0.0001565,0,0.0003035,0.9438,1.4769,0.4108,"MB19",2,"MB19-2","right distal"
"447",0.9,"right","distal",0.072,0.0325,0.0398,31.9861,32,31.9723,"MB12",1,"MB12-1","right distal"
"1477",0.9,"right","distal",0.0059475,0.002025,0.003949,8.9862,9,8.9724,"MB14",1,"MB14-1","right distal"
"4",0.9,"right","distal",0.02106175,0.007517,0.0135775,11.9931,12,11.9863,"MB11",1,"MB11-1","right distal"
"4146",1,"left","distal",8e-04,6e-04,2e-04,0.632,0.8626,0.4015,"MB21",2,"MB21-2","left distal"
"5491",1,"left","distal",0.0021,0.0014,0.0024,4.3712,4.7032,4.0392,"MB23",2,"MB23-2","left distal"
"5097",1,"left","distal",0.0028,2e-04,0.0027,6.9229,9.5,4.3458,"MB23",1,"MB23-1","left distal"
"685",1,"left","distal",0.0065,0.0039,0.0025,3.332,3.5368,3.1272,"MB12",2,"MB12-2","left distal"
"2101",1,"left","distal",3.025e-05,0,9.575e-05,1.9345,2.0741,1.7948,"MB17",1,"MB17-1","left distal"
"448",1,"left","distal",0.027,0.0023,0.0251,24.9949,25,24.9897,"MB12",1,"MB12-1","left distal"
"3557",1,"left","distal",0.00014775,0,0.000301,2.543,3.6606,1.4254,"MB19",2,"MB19-2","left distal"
"1478",1,"left","distal",0.0014435,0.00040875,0.00103475,1.9988,2,1.9975,"MB14",1,"MB14-1","left distal"
"4744",1,"right","distal",7.15e-05,4.8e-05,6.525e-05,2.1571,4.2704,0.0438,"MB22",2,"MB22-2","right distal"
"231",1,"right","distal",0.00073675,0.00043475,0.00040475,0.3617,0.2642,0.4592,"MB11",2,"MB11-2","right distal"
"2937",1,"right","proximal",0.00012775,7.475e-05,5.325e-05,0.3096,0.1097,0.5095,"MB18",2,"MB18-2","right proximal"
"3258",1,"right","proximal",0.0002955,4.65e-05,0.0002505,1.4415,2.0777,0.8053,"MB19",1,"MB19-1","right proximal"
"4386",1,"right","proximal",0.000752,0.000113,0.0006465,0.5048,0.5317,0.4779,"MB22",1,"MB22-1","right proximal"
"1198",1,"right","proximal",0.00137325,0.000861,0.00051225,1.5872,1.7183,1.4561,"MB13",2,"MB13-2","right proximal"
"910",1,"right","proximal",0.004726,0.00141475,0.0035515,7.9013,6.4424,9.3603,"MB13",1,"MB13-1","right proximal"
"232",1.1,"left","distal",1.25e-06,0,8.525e-05,1.7002,3.0935,0.307,"MB11",2,"MB11-2","left distal"
"4745",1.1,"left","distal",0.00053175,0.0001025,0.00055875,1.2172,1.1565,1.278,"MB22",2,"MB22-2","left distal"
"1822",1.1,"left","distal",0.00068125,0.00011725,0.0006895,3.1638,2.3831,3.9446,"MB14",2,"MB14-2","left distal"
"2613",1.1,"left","distal",0.000934,0.00051675,0.0005355,2.8315,4.1147,1.5482,"MB18",1,"MB18-1","left distal"
"2353",1.1,"left","distal",0.010428,0.0051655,0.0052625,17.6441,18,17.2883,"MB17",2,"MB17-2","left distal"
"4387",1.1,"left","proximal",0.00042,0,0.00127125,1.6489,1,2.2979,"MB22",1,"MB22-1","left proximal"
"3259",1.1,"left","proximal",0.0006785,0.00025425,0.00042725,1.4777,2.3128,0.6426,"MB19",1,"MB19-1","left proximal"
"911",1.1,"left","proximal",0.007399,0.0012415,0.006189,2.6139,2.2445,3.0579,"MB13",1,"MB13-1","left proximal"
"1199",1.1,"left","proximal",0,0,0,0,0,0,"MB13",2,"MB13-2","left proximal"
"2938",1.1,"left","proximal",0,0,0,0,0,0,"MB18",2,"MB18-2","left proximal"
"686",1.1,"right","distal",0.0039,0.0031,0.001,2.8757,4.8306,0.9209,"MB12",2,"MB12-2","right distal"
"5492",1.1,"right","distal",0.0101,0.003,0.0073,7.6224,8.25,6.9949,"MB23",2,"MB23-2","right distal"
"3850",1.1,"right","distal",0.0109,1e-04,0.0108,10.9984,11,10.9969,"MB21",1,"MB21-1","right distal"
"5098",1.1,"right","distal",0.0427,0.0093,0.0355,41.4121,42.75,40.0742,"MB23",1,"MB23-1","right distal"
"449",1.1,"right","distal",0.0731,0.0343,0.0391,31.9872,32,31.9745,"MB12",1,"MB12-1","right distal"
"3558",1.1,"right","distal",0.000614,2.25e-06,0.000685,0.7866,1.0919,0.4813,"MB19",2,"MB19-2","right distal"
"1479",1.1,"right","distal",0.00667425,0.0027035,0.00402175,9.986,10,9.972,"MB14",1,"MB14-1","right distal"
"5",1.1,"right","distal",0.02869225,0.0126255,0.016072,13.9914,14,13.9828,"MB11",1,"MB11-1","right distal"
"4147",1.2,"left","distal",0.0011,7e-04,4e-04,0.7819,0.8922,0.6716,"MB21",2,"MB21-2","left distal"
"5493",1.2,"left","distal",0.002,0.0017,0.0016,2.7308,2.2945,3.167,"MB23",2,"MB23-2","left distal"
"5099",1.2,"left","distal",0.0027,6e-04,0.0021,4.0742,4,4.1483,"MB23",1,"MB23-1","left distal"
"687",1.2,"left","distal",0.0072,0.0045,0.0028,3.3343,3.6155,3.0531,"MB12",2,"MB12-2","left distal"
"450",1.2,"left","distal",0.0283,0.0041,0.0242,23.9948,24,23.9895,"MB12",1,"MB12-1","left distal"
"2102",1.2,"left","distal",8.925e-05,1.975e-05,9.975e-05,1.625,1.775,1.4749,"MB17",1,"MB17-1","left distal"
"3559",1.2,"left","distal",0.00023325,0,0.0003715,2.9362,3.7499,2.1225,"MB19",2,"MB19-2","left distal"
"1480",1.2,"left","distal",0.002665,0.0007545,0.00191025,3.9894,4,3.9788,"MB14",1,"MB14-1","left distal"
"4746",1.2,"right","distal",0,0,7.125e-05,1.5051,2.9598,0.0505,"MB22",2,"MB22-2","right distal"
"233",1.2,"right","distal",0.00225875,0.0014275,0.000839,0.8276,0.9354,0.7197,"MB11",2,"MB11-2","right distal"
"2614",1.2,"right","distal",0,0,0,0,0,0,"MB18",1,"MB18-1","right distal"
"2939",1.2,"right","proximal",5.475e-05,4.025e-05,1.475e-05,0.3971,0.0549,0.7394,"MB18",2,"MB18-2","right proximal"
"4388",1.2,"right","proximal",0.0001905,2.175e-05,0.000194,0.6146,1.025,0.2042,"MB22",1,"MB22-1","right proximal"
"1200",1.2,"right","proximal",0.00021475,7.575e-05,0.00013925,0.462,0.1388,0.7851,"MB13",2,"MB13-2","right proximal"
"3260",1.2,"right","proximal",0.000381,5.4e-05,0.00035175,1.3334,1.6315,1.0353,"MB19",1,"MB19-1","right proximal"
"912",1.2,"right","proximal",0.0057285,0.001329,0.004787,8.1804,6.0807,10.2801,"MB13",1,"MB13-1","right proximal"
"234",1.3,"left","distal",0,0,4.275e-05,1.4117,2.6606,0.1627,"MB11",2,"MB11-2","left distal"
"4747",1.3,"left","distal",0.00043275,8.4e-05,0.000379,1.3422,1.1415,1.543,"MB22",2,"MB22-2","left distal"
"1823",1.3,"left","distal",0.00069525,5.225e-05,0.00079725,2.6506,2.0661,3.2351,"MB14",2,"MB14-2","left distal"
"2615",1.3,"left","distal",0.001103,0.0006825,0.0004825,3.2519,4.9177,1.5862,"MB18",1,"MB18-1","left distal"
"2354",1.3,"left","distal",0.01060825,0.00590125,0.004707,16.8815,17,16.763,"MB17",2,"MB17-2","left distal"
"4389",1.3,"left","proximal",0.00048125,0,0.00129675,2.1403,1.1578,3.1227,"MB22",1,"MB22-1","left proximal"
"1201",1.3,"left","proximal",0.00048425,0.000348,0.00023725,1.2497,2.2377,0.2616,"MB13",2,"MB13-2","left proximal"
"3261",1.3,"left","proximal",0.00052125,0.0002265,0.00029475,1.2082,2.0327,0.3836,"MB19",1,"MB19-1","left proximal"
"913",1.3,"left","proximal",0.0084695,0.0011655,0.007332,3.3209,3.162,3.4797,"MB13",1,"MB13-1","left proximal"
"2940",1.3,"left","proximal",0,0,0,0,0,0,"MB18",2,"MB18-2","left proximal"
"688",1.3,"right","distal",0.0056,0.0037,0.0019,3.6141,5.2488,1.9795,"MB12",2,"MB12-2","right distal"
"5494",1.3,"right","distal",0.0121,0.0047,0.0076,6.9751,7.0055,6.9448,"MB23",2,"MB23-2","right distal"
"3851",1.3,"right","distal",0.0142,3e-04,0.0139,13.9974,14,13.9948,"MB21",1,"MB21-1","right distal"
"5100",1.3,"right","distal",0.0538,0.0187,0.0351,39.7991,40.5028,39.0953,"MB23",1,"MB23-1","right distal"
"451",1.3,"right","distal",0.0738,0.0358,0.0383,31.9882,32,31.9765,"MB12",1,"MB12-1","right distal"
"3560",1.3,"right","distal",0.0007375,5e-05,0.00069,0.5319,0.3279,0.7358,"MB19",2,"MB19-2","right distal"
"1481",1.3,"right","distal",0.00722875,0.00333425,0.0038945,9.9868,10,9.9736,"MB14",1,"MB14-1","right distal"
"6",1.3,"right","distal",0.0644565,0.03824225,0.02621425,20.8615,21.1464,20.5766,"MB11",1,"MB11-1","right distal"
"4148",1.4,"left","distal",0.0018,0.0011,8e-04,1.7095,2.094,1.3251,"MB21",2,"MB21-2","left distal"
"5101",1.4,"left","distal",0.0028,9e-04,0.0019,4.0778,4,4.1555,"MB23",1,"MB23-1","left distal"
"5495",1.4,"left","distal",0.0035,0.0027,0.0015,2.6161,2.3135,2.9186,"MB23",2,"MB23-2","left distal"
"689",1.4,"left","distal",0.0053,0.0033,0.002,2.5515,2.4485,2.6546,"MB12",2,"MB12-2","left distal"
"2103",1.4,"left","distal",2.4e-05,1.325e-05,3.675e-05,1.0991,1.1769,1.0213,"MB17",1,"MB17-1","left distal"
"452",1.4,"left","distal",0.0307,0.0052,0.0255,24.9931,25,24.9861,"MB12",1,"MB12-1","left distal"
"3561",1.4,"left","distal",0.000291,8e-06,0.00037825,1.8849,2.4052,1.3646,"MB19",2,"MB19-2","left distal"
"1482",1.4,"left","distal",0.003952,0.001093,0.002859,6.9923,7,6.9846,"MB14",1,"MB14-1","left distal"
"7",1.4,"left","distal",0,0,0,0,0,0,"MB11",1,"MB11-1","left distal"
"4748",1.4,"right","distal",0,0,4.675e-05,0.7595,1.4746,0.0444,"MB22",2,"MB22-2","right distal"
"235",1.4,"right","distal",0,0,0,0,0,0,"MB11",2,"MB11-2","right distal"
"2616",1.4,"right","distal",0,0,0,0,0,0,"MB18",1,"MB18-1","right distal"
"2941",1.4,"right","proximal",2.9e-05,1.35e-05,8.975e-05,0.7479,0.02,1.4757,"MB18",2,"MB18-2","right proximal"
"4390",1.4,"right","proximal",0.00011125,4.9e-05,0.00010075,0.97,1.8093,0.1307,"MB22",1,"MB22-1","right proximal"
"3262",1.4,"right","proximal",0.00030375,5.625e-05,0.0002475,0.7743,0.8536,0.6949,"MB19",1,"MB19-1","right proximal"
"1202",1.4,"right","proximal",0.0007215,0.00035375,0.0003725,1.2612,0.7666,1.7559,"MB13",2,"MB13-2","right proximal"
"914",1.4,"right","proximal",0.00617625,0.0010145,0.005466,7.4938,4.7869,10.2007,"MB13",1,"MB13-1","right proximal"
"236",1.5,"left","distal",0,0,2.55e-05,1.2155,2.3187,0.1122,"MB11",2,"MB11-2","left distal"
"4749",1.5,"left","distal",0.00053675,0.000213,0.000363,1.4311,1.2476,1.6147,"MB22",2,"MB22-2","left distal"
"1824",1.5,"left","distal",0.000913,0.00021225,0.00080675,2.8279,2.5224,3.1334,"MB14",2,"MB14-2","left distal"
"2617",1.5,"left","distal",0.001198,0.00072525,0.0004765,2.7587,4.1296,1.3877,"MB18",1,"MB18-1","left distal"
"2355",1.5,"left","distal",0.011055,0.0066955,0.00436525,16.9462,17,16.8923,"MB17",2,"MB17-2","left distal"
"2942",1.5,"left","proximal",0,0,8.775e-05,0.6368,1.155,0.1186,"MB18",2,"MB18-2","left proximal"
"1203",1.5,"left","proximal",0.0002795,0.00013925,0.000204,1.2522,2.0789,0.4255,"MB13",2,"MB13-2","left proximal"
"3263",1.5,"left","proximal",0.00043225,0.0001935,0.00023875,0.9866,1.5234,0.4498,"MB19",1,"MB19-1","left proximal"
"4391",1.5,"left","proximal",0.00047875,0,0.0013715,2.0645,1.0011,3.1279,"MB22",1,"MB22-1","left proximal"
"915",1.5,"left","proximal",0.012893,0.001805,0.0112095,3.9601,3.3325,4.5878,"MB13",1,"MB13-1","left proximal"
"690",1.5,"right","distal",0.008,0.0052,0.0028,5.1288,6.7212,3.5363,"MB12",2,"MB12-2","right distal"
"3852",1.5,"right","distal",0.0164,4e-04,0.0159,15.9969,16,15.9938,"MB21",1,"MB21-1","right distal"
"5496",1.5,"right","distal",0.0173,0.0089,0.0085,8.0392,8.5058,7.5726,"MB23",2,"MB23-2","right distal"
"5102",1.5,"right","distal",0.0661,0.0333,0.0328,39.3117,40.8384,37.7849,"MB23",1,"MB23-1","right distal"
"453",1.5,"right","distal",0.0742,0.0377,0.037,31.5505,32,31.101,"MB12",1,"MB12-1","right distal"
"3562",1.5,"right","distal",0.0008665,0.000104,0.0008055,1.4673,1.5929,1.3418,"MB19",2,"MB19-2","right distal"
"1483",1.5,"right","distal",0.0076675,0.00377675,0.0039,10.9876,11,10.9752,"MB14",1,"MB14-1","right distal"
