"","POS_mm","RghtLft","SECTION","volume","volume D","volume V","index","index D","index V","mb","set","src","position"
"1599",13.1,"right","medial",0.00343875,0.00045525,0.003229,4.4011,0.65,8.1521,"MB14",1,"MB14-1","right medial"
"5613",13.2,"left","medial",0,0,1e-04,0.32,0.5,0.3066,"MB23",2,"MB23-2","left medial"
"570",13.2,"left","medial",1e-04,0,0,0.5522,0.9369,0.1675,"MB12",1,"MB12-1","left medial"
"5219",13.2,"left","medial",2e-04,1e-04,0,0.7459,1.3515,0.1404,"MB23",1,"MB23-1","left medial"
"807",13.2,"left","medial",0.0013,1e-04,0.0014,4.2011,4.0648,4.3374,"MB12",2,"MB12-2","left medial"
"4258",13.2,"left","medial",0.0013,0.001,3e-04,1.3783,2.1276,0.6289,"MB21",2,"MB21-2","left medial"
"3969",13.2,"left","medial",0.0079,0.0022,0.0057,6.6018,3.6891,9.5145,"MB21",1,"MB21-1","left medial"
"2212",13.2,"left","medial",0.00025875,0.00011475,0.00014375,1.0683,1.3722,0.7645,"MB17",1,"MB17-1","left medial"
"3679",13.2,"left","medial",0.00152375,0.000612,0.000912,2.1702,1.4902,2.8503,"MB19",2,"MB19-2","left medial"
"125",13.2,"left","medial",0.00207625,0.000325,0.0022665,2.5657,0.71,4.4214,"MB11",1,"MB11-1","left medial"
"1600",13.2,"left","medial",0.00363575,0.00057875,0.003276,3.6253,0.3619,6.8887,"MB14",1,"MB14-1","left medial"
"2471",13.2,"right","medial",0,0,2.275e-05,0.1308,0,0.2615,"MB17",2,"MB17-2","right medial"
"4866",13.2,"right","medial",0.000122,6.7e-05,0.00010225,1.0342,0.8772,1.1912,"MB22",2,"MB22-2","right medial"
"4508",13.2,"right","medial",0.00037775,0,0.00142075,2.0303,0,4.0606,"MB22",1,"MB22-1","right medial"
"2734",13.2,"right","medial",0.000449,0.0001995,0.0003075,3.8535,1.0072,6.6998,"MB18",1,"MB18-1","right medial"
"3380",13.2,"right","medial",0.00046375,0.00026625,0.0001975,2.2291,2.4126,2.0457,"MB19",1,"MB19-1","right medial"
"3059",13.2,"right","medial",0.000546,0.000351,0.00021625,1.4874,0.6476,2.3272,"MB18",2,"MB18-2","right medial"
"1032",13.2,"right","medial",0.001209,0.00068475,0.0005245,4.0811,4.919,3.2432,"MB13",1,"MB13-1","right medial"
"1320",13.2,"right","medial",0.0018245,0.00049525,0.001467,2.7446,1.8908,3.5984,"MB13",2,"MB13-2","right medial"
"1933",13.2,"right","medial",0.002551,9.2e-05,0.0028835,5.1427,0.7876,9.4977,"MB14",2,"MB14-2","right medial"
"353",13.2,"right","medial",0,0,0,0,0,0,"MB11",2,"MB11-2","right medial"
"4867",13.3,"left","medial",3.05e-05,0,7.05e-05,1.077,1,1.154,"MB22",2,"MB22-2","left medial"
"1934",13.3,"left","medial",4.225e-05,0,0.00014925,0.5901,0,1.1802,"MB14",2,"MB14-2","left medial"
"3060",13.3,"left","medial",4.75e-05,3.375e-05,3.25e-05,0.2985,0.0908,0.5063,"MB18",2,"MB18-2","left medial"
"354",13.3,"left","medial",5.2e-05,0,0.00014325,0.9941,0.6786,1.3096,"MB11",2,"MB11-2","left medial"
"2472",13.3,"left","medial",0.0001475,1.75e-06,0.00019625,0.3151,0.0085,0.6217,"MB17",2,"MB17-2","left medial"
"3381",13.3,"left","medial",0.0002395,0.0001405,0.00011375,0.6629,0.5906,0.7352,"MB19",1,"MB19-1","left medial"
"4509",13.3,"left","medial",0.0007025,0,0.00108675,1.0134,0,2.0268,"MB22",1,"MB22-1","left medial"
"2735",13.3,"left","medial",0.000763,7.55e-05,0.00089775,2.7094,0.4148,5.004,"MB18",1,"MB18-1","left medial"
"1033",13.3,"left","medial",0.00087225,0.0002125,0.00066675,1.1457,0.8377,1.4537,"MB13",1,"MB13-1","left medial"
"1321",13.3,"left","medial",0,0,0,0,0,0,"MB13",2,"MB13-2","left medial"
"4259",13.3,"right","medial",5e-04,0,6e-04,1.0429,0.25,1.8358,"MB21",2,"MB21-2","right medial"
"5614",13.3,"right","medial",8e-04,2e-04,7e-04,1.105,0.8863,1.3238,"MB23",2,"MB23-2","right medial"
"5220",13.3,"right","medial",0.001,4e-04,6e-04,2.5277,2.8982,2.1572,"MB23",1,"MB23-1","right medial"
"808",13.3,"right","medial",0.0025,2e-04,0.0029,2.827,0.7128,4.9413,"MB12",2,"MB12-2","right medial"
"571",13.3,"right","medial",0.0049,4e-04,0.0057,6.2712,3.8228,8.7195,"MB12",1,"MB12-1","right medial"
"3970",13.3,"right","medial",0.0122,0.0044,0.0088,18.7253,13.8011,23.6495,"MB21",1,"MB21-1","right medial"
"3680",13.3,"right","medial",3.475e-05,1.125e-05,0.000104,0.2549,0.0338,0.476,"MB19",2,"MB19-2","right medial"
"2213",13.3,"right","medial",0.00039125,0.000291,0.0001005,2.5263,3.0618,1.9909,"MB17",1,"MB17-1","right medial"
"126",13.3,"right","medial",0.0025175,6.85e-05,0.0029435,3.5677,0.1178,7.0177,"MB11",1,"MB11-1","right medial"
"1601",13.3,"right","medial",0.0036655,0.000795,0.00310575,4.3176,1.0018,7.6334,"MB14",1,"MB14-1","right medial"
"5615",13.4,"left","medial",0,0,1e-04,0.4148,0.5,0.3297,"MB23",2,"MB23-2","left medial"
"5221",13.4,"left","medial",1e-04,1e-04,0,0.6113,1.1013,0.1213,"MB23",1,"MB23-1","left medial"
"572",13.4,"left","medial",1e-04,1e-04,0,0.6839,1.2705,0.0973,"MB12",1,"MB12-1","left medial"
"4260",13.4,"left","medial",0.0011,8e-04,3e-04,1.3664,1.9644,0.7684,"MB21",2,"MB21-2","left medial"
"809",13.4,"left","medial",0.0015,1e-04,0.0016,4.1265,4.0404,4.2125,"MB12",2,"MB12-2","left medial"
"3971",13.4,"left","medial",0.0077,0.0023,0.0055,6.3319,3.7309,8.9328,"MB21",1,"MB21-1","left medial"
"2214",13.4,"left","medial",0.00010275,6.85e-05,3.425e-05,0.3307,0.401,0.2603,"MB17",1,"MB17-1","left medial"
"3681",13.4,"left","medial",0.00128525,0.00053025,0.00075475,1.845,1.4598,2.2301,"MB19",2,"MB19-2","left medial"
"127",13.4,"left","medial",0.00216525,0.000306,0.00226125,2.6892,1.0428,4.3356,"MB11",1,"MB11-1","left medial"
"1602",13.4,"left","medial",0.0037965,0.00067575,0.00322675,3.605,0.4691,6.7409,"MB14",1,"MB14-1","left medial"
"4868",13.4,"right","medial",0.000218,0.0001105,0.0001305,1.2709,0.8048,1.7369,"MB22",2,"MB22-2","right medial"
"3061",13.4,"right","medial",0.000298,0.00019575,0.00011325,0.8883,0.1045,1.6721,"MB18",2,"MB18-2","right medial"
"4510",13.4,"right","medial",0.000386,0,0.0015105,2.0349,0,4.0697,"MB22",1,"MB22-1","right medial"
"2736",13.4,"right","medial",0.00044,0.00017925,0.00031725,3.4775,0.681,6.2739,"MB18",1,"MB18-1","right medial"
"3382",13.4,"right","medial",0.00054325,0.0003585,0.000185,2.3659,2.6888,2.043,"MB19",1,"MB19-1","right medial"
"1034",13.4,"right","medial",0.00098725,0.00058475,0.0004025,2.9627,3.8226,2.1027,"MB13",1,"MB13-1","right medial"
"1322",13.4,"right","medial",0.001956,0.00047025,0.00163025,2.7491,2,3.4982,"MB13",2,"MB13-2","right medial"
"1935",13.4,"right","medial",0.00264075,0.00013075,0.002843,5.1435,0.8847,9.4023,"MB14",2,"MB14-2","right medial"
"355",13.4,"right","medial",0,0,0,0,0,0,"MB11",2,"MB11-2","right medial"
"2473",13.4,"right","medial",0,0,0,0,0,0,"MB17",2,"MB17-2","right medial"
"4869",13.5,"left","medial",0,0,8.05e-05,1.1199,1,1.2399,"MB22",2,"MB22-2","left medial"
"3062",13.5,"left","medial",5.075e-05,3.175e-05,2.475e-05,0.1874,0.0829,0.2919,"MB18",2,"MB18-2","left medial"
"1936",13.5,"left","medial",7.45e-05,0,0.00018975,0.5943,0,1.1886,"MB14",2,"MB14-2","left medial"
"356",13.5,"left","medial",0.00010275,0,0.0002455,1.6655,1.2392,2.0917,"MB11",2,"MB11-2","left medial"
"2474",13.5,"left","medial",0.00015675,4e-06,0.00017975,0.2335,0.0022,0.4648,"MB17",2,"MB17-2","left medial"
"3383",13.5,"left","medial",0.000185,1e-04,0.0001115,0.6613,0.5636,0.759,"MB19",1,"MB19-1","left medial"
"4511",13.5,"left","medial",0.000783,0,0.0012685,1.465,0,2.93,"MB22",1,"MB22-1","left medial"
"2737",13.5,"left","medial",0.00080075,0.00013025,0.00084775,2.6352,1.0135,4.257,"MB18",1,"MB18-1","left medial"
"1035",13.5,"left","medial",0.00086775,0.0002195,0.00065375,1.0297,0.7165,1.343,"MB13",1,"MB13-1","left medial"
"1323",13.5,"left","medial",0,0,0,0,0,0,"MB13",2,"MB13-2","left medial"
"4261",13.5,"right","medial",7e-04,0,8e-04,1.1488,0.0312,2.2665,"MB21",2,"MB21-2","right medial"
"5616",13.5,"right","medial",9e-04,1e-04,9e-04,1.492,1.3348,1.6492,"MB23",2,"MB23-2","right medial"
"5222",13.5,"right","medial",0.001,5e-04,5e-04,2.1421,2.556,1.7281,"MB23",1,"MB23-1","right medial"
"810",13.5,"right","medial",0.0029,1e-04,0.0032,3.1548,0.9591,5.3506,"MB12",2,"MB12-2","right medial"
"573",13.5,"right","medial",0.0053,4e-04,0.0062,6.3276,3.6282,9.0271,"MB12",1,"MB12-1","right medial"
"3972",13.5,"right","medial",0.0111,0.0037,0.0084,17.8808,12.9163,22.8453,"MB21",1,"MB21-1","right medial"
"3682",13.5,"right","medial",7.425e-05,2.95e-05,0.00012,0.3327,0.0991,0.5663,"MB19",2,"MB19-2","right medial"
"2215",13.5,"right","medial",0.00036625,0.00025525,0.00011125,2.2965,2.6133,1.9797,"MB17",1,"MB17-1","right medial"
"128",13.5,"right","medial",0.00241925,5.1e-05,0.0029035,3.5293,0.0433,7.0154,"MB11",1,"MB11-1","right medial"
"1603",13.5,"right","medial",0.00403875,0.00128275,0.002978,4.0986,1.0534,7.1437,"MB14",1,"MB14-1","right medial"
"5617",13.6,"left","medial",0,0,1e-04,0.3155,0.25,0.3809,"MB23",2,"MB23-2","left medial"
"5223",13.6,"left","medial",1e-04,1e-04,0,0.2421,0.4104,0.0737,"MB23",1,"MB23-1","left medial"
"574",13.6,"left","medial",3e-04,2e-04,1e-04,1.0584,1.888,0.2289,"MB12",1,"MB12-1","left medial"
"4262",13.6,"left","medial",8e-04,6e-04,2e-04,0.6102,0.8704,0.35,"MB21",2,"MB21-2","left medial"
"811",13.6,"left","medial",0.0011,0,0.0012,3.3549,3.0164,3.6934,"MB12",2,"MB12-2","left medial"
"3973",13.6,"left","medial",0.0077,0.0024,0.0053,6.0267,3.7234,8.3301,"MB21",1,"MB21-1","left medial"
"2216",13.6,"left","medial",8.425e-05,7.525e-05,9e-06,0.2438,0.4088,0.0788,"MB17",1,"MB17-1","left medial"
"3683",13.6,"left","medial",0.0010665,0.00042725,0.000649,1.3366,0.9824,1.6907,"MB19",2,"MB19-2","left medial"
"129",13.6,"left","medial",0.00220075,0.00033175,0.00229425,2.3617,0.5747,4.1487,"MB11",1,"MB11-1","left medial"
"1604",13.6,"left","medial",0.0038615,0.00074725,0.0031605,3.5436,0.4996,6.5877,"MB14",1,"MB14-1","left medial"
"2475",13.6,"right","medial",1.5e-06,0,5.3e-05,0.2593,0,0.5187,"MB17",2,"MB17-2","right medial"
"3063",13.6,"right","medial",0.00026825,0.000177,0.0001065,0.8571,0.0936,1.6205,"MB18",2,"MB18-2","right medial"
"2738",13.6,"right","medial",0.00028325,0.000112,0.00021125,2.2083,0.1039,4.3127,"MB18",1,"MB18-1","right medial"
"4512",13.6,"right","medial",0.00031125,0,0.0013635,1.9244,0,3.8488,"MB22",1,"MB22-1","right medial"
"4870",13.6,"right","medial",0.00032425,0.0001655,0.000172,1.2763,0.7477,1.8048,"MB22",2,"MB22-2","right medial"
"3384",13.6,"right","medial",0.00070175,0.00052,0.00018175,2.5655,3.0991,2.0319,"MB19",1,"MB19-1","right medial"
"1036",13.6,"right","medial",0.000772,0.00037925,0.00039275,2.5886,3.1715,2.0056,"MB13",1,"MB13-1","right medial"
"1324",13.6,"right","medial",0.0025065,0.00066325,0.001944,3.9602,3.6089,4.3115,"MB13",2,"MB13-2","right medial"
"1937",13.6,"right","medial",0.002827,0.0001555,0.002997,5.2245,0.9754,9.4736,"MB14",2,"MB14-2","right medial"
"357",13.6,"right","medial",0,0,0,0,0,0,"MB11",2,"MB11-2","right medial"
"358",13.7,"left","medial",3.825e-05,0,0.0001205,0.4079,0.059,0.7568,"MB11",2,"MB11-2","left medial"
"3385",13.7,"left","medial",5.025e-05,2.625e-05,6.275e-05,0.2362,0.0325,0.4399,"MB19",1,"MB19-1","left medial"
"4871",13.7,"left","medial",5.3e-05,0,0.00018175,0.8028,0,1.6055,"MB22",2,"MB22-2","left medial"
"1938",13.7,"left","medial",8.075e-05,0,0.0001915,1.0463,1,1.0926,"MB14",2,"MB14-2","left medial"
"3064",13.7,"left","medial",0.00010525,8.875e-05,1.65e-05,0.1624,0.1872,0.1377,"MB18",2,"MB18-2","left medial"
"2476",13.7,"left","medial",0.00023625,1.325e-05,0.0002965,0.4176,0.0326,0.8026,"MB17",2,"MB17-2","left medial"
"1037",13.7,"left","medial",0.000634,0.00019925,0.00043475,0.997,0.9386,1.0554,"MB13",1,"MB13-1","left medial"
"4513",13.7,"left","medial",0.0007865,2.55e-05,0.0012295,1.5149,0.2272,2.8026,"MB22",1,"MB22-1","left medial"
"2739",13.7,"left","medial",0.0008105,0.000128,0.000794,2.0346,0.6343,3.4349,"MB18",1,"MB18-1","left medial"
"1325",13.7,"left","medial",0,0,0,0,0,0,"MB13",2,"MB13-2","left medial"
"4263",13.7,"right","medial",5e-04,0,6e-04,0.8127,0.0259,1.5996,"MB21",2,"MB21-2","right medial"
"5618",13.7,"right","medial",6e-04,1e-04,7e-04,0.8555,0.4929,1.218,"MB23",2,"MB23-2","right medial"
"5224",13.7,"right","medial",0.0011,5e-04,6e-04,2.6585,3.1347,2.1823,"MB23",1,"MB23-1","right medial"
"812",13.7,"right","medial",0.0031,0,0.0036,3.3148,0.9203,5.7093,"MB12",2,"MB12-2","right medial"
"575",13.7,"right","medial",0.005,3e-04,0.0062,5.8896,3.0593,8.7198,"MB12",1,"MB12-1","right medial"
"3974",13.7,"right","medial",0.0103,0.0032,0.0081,17.1761,12.1732,22.179,"MB21",1,"MB21-1","right medial"
"3684",13.7,"right","medial",0.00011975,6.25e-05,0.00013275,0.4721,0.2576,0.6865,"MB19",2,"MB19-2","right medial"
"2217",13.7,"right","medial",0.0004075,0.00025475,0.00015275,2.0681,2.171,1.9652,"MB17",1,"MB17-1","right medial"
"130",13.7,"right","medial",0.00259625,0.000128,0.00281725,3.2766,0.5071,6.0462,"MB11",1,"MB11-1","right medial"
"1605",13.7,"right","medial",0.00433275,0.00165875,0.00292425,3.8529,0.9765,6.7293,"MB14",1,"MB14-1","right medial"
"5619",13.8,"left","medial",0,0,2e-04,0.4843,0.5,0.4685,"MB23",2,"MB23-2","left medial"
"5225",13.8,"left","medial",4e-04,1e-04,3e-04,1.1255,1.5215,0.7296,"MB23",1,"MB23-1","left medial"
"576",13.8,"left","medial",7e-04,4e-04,3e-04,1.4996,2.391,0.6082,"MB12",1,"MB12-1","left medial"
"4264",13.8,"left","medial",0.001,8e-04,2e-04,0.6751,0.9327,0.4175,"MB21",2,"MB21-2","left medial"
"813",13.8,"left","medial",0.0013,0,0.0013,3.356,3.0615,3.6504,"MB12",2,"MB12-2","left medial"
"3975",13.8,"left","medial",0.0076,0.0025,0.0051,5.7028,3.6731,7.7324,"MB21",1,"MB21-1","left medial"
"2218",13.8,"left","medial",9.125e-05,8.775e-05,3.5e-06,0.2727,0.5206,0.0248,"MB17",1,"MB17-1","left medial"
"3685",13.8,"left","medial",0.000891,0.000238,0.00070175,1.848,1.2793,2.4168,"MB19",2,"MB19-2","left medial"
"131",13.8,"left","medial",0.002052,0.0003165,0.00220575,2.1953,0.5456,3.845,"MB11",1,"MB11-1","left medial"
"1606",13.8,"left","medial",0.00361475,0.0006405,0.003037,3.4527,0.5203,6.3852,"MB14",1,"MB14-1","left medial"
"2477",13.8,"right","medial",7.5e-06,0,5.325e-05,0.366,0,0.7319,"MB17",2,"MB17-2","right medial"
"2740",13.8,"right","medial",0.0001045,4.575e-05,8.825e-05,0.651,0.0818,1.2201,"MB18",1,"MB18-1","right medial"
"4514",13.8,"right","medial",0.000276,0,0.001339,1.8737,0,3.7475,"MB22",1,"MB22-1","right medial"
"3065",13.8,"right","medial",0.00029075,0.00018325,0.00013925,0.7711,0.2912,1.251,"MB18",2,"MB18-2","right medial"
"4872",13.8,"right","medial",0.0003855,0.000165,0.000225,1.2848,0.6431,1.9265,"MB22",2,"MB22-2","right medial"
"1038",13.8,"right","medial",0.00059525,0.00020075,0.00039475,2.0717,2.3386,1.8047,"MB13",1,"MB13-1","right medial"
"3386",13.8,"right","medial",0.00085,0.0006785,0.00017175,2.689,3.48,1.8981,"MB19",1,"MB19-1","right medial"
"1326",13.8,"right","medial",0.0018055,0.00035325,0.0016065,3.346,3,3.6919,"MB13",2,"MB13-2","right medial"
"1939",13.8,"right","medial",0.00295325,0.000158,0.0030265,5.2519,1.0573,9.4466,"MB14",2,"MB14-2","right medial"
"359",13.8,"right","medial",0,0,0,0,0,0,"MB11",2,"MB11-2","right medial"
"4873",13.9,"left","medial",0,0,6.65e-05,0.7259,0,1.4518,"MB22",2,"MB22-2","left medial"
"3387",13.9,"left","medial",3.5e-06,0,3.775e-05,0.1496,0,0.2992,"MB19",1,"MB19-1","left medial"
"360",13.9,"left","medial",2.15e-05,0,0.000147,1.2498,1.2493,1.2504,"MB11",2,"MB11-2","left medial"
"1940",13.9,"left","medial",8.95e-05,0,0.00018275,0.9564,1,0.9128,"MB14",2,"MB14-2","left medial"
"3066",13.9,"left","medial",0.000176,0.00010925,6.675e-05,0.437,0.276,0.5981,"MB18",2,"MB18-2","left medial"
"2478",13.9,"left","medial",0.0003355,5.425e-05,0.00035675,1.0391,1.0811,0.9971,"MB17",2,"MB17-2","left medial"
"1039",13.9,"left","medial",0.00060075,0.00019675,0.0004055,1.0126,1.0827,0.9425,"MB13",1,"MB13-1","left medial"
"4515",13.9,"left","medial",0.00060875,0.0001055,0.00101775,2.086,1.9334,2.2385,"MB22",1,"MB22-1","left medial"
"2741",13.9,"left","medial",0.0008805,0.00019075,0.00083125,2.3418,1.2157,3.4679,"MB18",1,"MB18-1","left medial"
"1327",13.9,"left","medial",0,0,0,0,0,0,"MB13",2,"MB13-2","left medial"
"4265",13.9,"right","medial",7e-04,0,8e-04,0.942,0.0204,1.8637,"MB21",2,"MB21-2","right medial"
"5620",13.9,"right","medial",7e-04,0,0.001,1.225,0.7364,1.7137,"MB23",2,"MB23-2","right medial"
"5226",13.9,"right","medial",0.0013,5e-04,8e-04,3.1715,3.6804,2.6626,"MB23",1,"MB23-1","right medial"
"814",13.9,"right","medial",0.0034,0,0.0037,3.5169,1.039,5.9947,"MB12",2,"MB12-2","right medial"
"577",13.9,"right","medial",0.0043,3e-04,0.0057,4.327,1.3272,7.3267,"MB12",1,"MB12-1","right medial"
"3976",13.9,"right","medial",0.0097,0.0028,0.0079,16.6371,11.6059,21.6684,"MB21",1,"MB21-1","right medial"
"3686",13.9,"right","medial",0.0001525,8.975e-05,9.925e-05,0.6909,0.7809,0.6008,"MB19",2,"MB19-2","right medial"
"2219",13.9,"right","medial",0.0005245,0.0003335,0.000191,3.0281,3.0347,3.0215,"MB17",1,"MB17-1","right medial"
"132",13.9,"right","medial",0.00269025,0.00016975,0.00266775,3.1014,0.7476,5.4552,"MB11",1,"MB11-1","right medial"
"1607",13.9,"right","medial",0.00420525,0.00150625,0.00300275,4.3552,1.3084,7.4021,"MB14",1,"MB14-1","right medial"
"5621",14,"left","medial",2e-04,0,4e-04,1.4473,1.5,1.3945,"MB23",2,"MB23-2","left medial"
"5227",14,"left","medial",2e-04,1e-04,0,1.0377,1.6711,0.4043,"MB23",1,"MB23-1","left medial"
"578",14,"left","medial",0.0011,6e-04,6e-04,2.4402,3.8915,0.9888,"MB12",1,"MB12-1","left medial"
"815",14,"left","medial",0.0013,1e-04,0.0012,3.2804,3.1392,3.4217,"MB12",2,"MB12-2","left medial"
"4266",14,"left","medial",0.0013,0.001,4e-04,1.3404,1.0121,1.6687,"MB21",2,"MB21-2","left medial"
"3977",14,"left","medial",0.0076,0.0025,0.0052,5.4586,3.5839,7.3333,"MB21",1,"MB21-1","left medial"
"2220",14,"left","medial",0.00013325,9.575e-05,3.75e-05,0.3761,0.6119,0.1403,"MB17",1,"MB17-1","left medial"
"3687",14,"left","medial",0.00079175,0.00017275,0.00063675,0.9277,0.206,1.6495,"MB19",2,"MB19-2","left medial"
"133",14,"left","medial",0.0017915,0.00027425,0.002,2.6599,1.332,3.9878,"MB11",1,"MB11-1","left medial"
"1608",14,"left","medial",0.003342,0.00077125,0.002915,3.4595,0.7277,6.1914,"MB14",1,"MB14-1","left medial"
"2742",14,"right","medial",0.0001565,6.1e-05,0.00010325,0.6755,0.6618,0.6892,"MB18",1,"MB18-1","right medial"
"3067",14,"right","medial",0.00016,8.875e-05,0.00012425,0.7847,0.0471,1.5224,"MB18",2,"MB18-2","right medial"
"4516",14,"right","medial",0.0002085,0,0.0010835,1.7473,0,3.4947,"MB22",1,"MB22-1","right medial"
"1040",14,"right","medial",0.00023025,4.425e-05,0.00021675,0.8316,0.8694,0.7938,"MB13",1,"MB13-1","right medial"
"4874",14,"right","medial",0.0003645,0.0001345,0.000263,1.2152,0.4836,1.9467,"MB22",2,"MB22-2","right medial"
"3388",14,"right","medial",0.00093475,0.00075675,0.00017775,2.8904,3.7047,2.076,"MB19",1,"MB19-1","right medial"
"1328",14,"right","medial",0.0015215,0.00032475,0.00128525,3.1065,3.011,3.202,"MB13",2,"MB13-2","right medial"
"1941",14,"right","medial",0.00299975,0.000173,0.0030055,5.2661,1.0933,9.4388,"MB14",2,"MB14-2","right medial"
"361",14,"right","medial",0,0,0,0,0,0,"MB11",2,"MB11-2","right medial"
"2479",14,"right","medial",0,0,0,0,0,0,"MB17",2,"MB17-2","right medial"
"4875",14.1,"left","medial",0,0,2.8e-05,0.7857,0.4272,1.1443,"MB22",2,"MB22-2","left medial"
"362",14.1,"left","medial",5e-07,0,0.00010225,0.8507,1,0.7014,"MB11",2,"MB11-2","left medial"
"1942",14.1,"left","medial",6.35e-05,0,0.00015325,0.4106,0.1036,0.7176,"MB14",2,"MB14-2","left medial"
"3068",14.1,"left","medial",0.00019125,0.00011575,7.55e-05,0.5245,0.289,0.7601,"MB18",2,"MB18-2","left medial"
"2480",14.1,"left","medial",0.00032225,6.275e-05,0.000343,0.6906,0.3642,1.017,"MB17",2,"MB17-2","left medial"
"4517",14.1,"left","medial",0.00045325,0,0.0010205,2.6619,2.9949,2.3289,"MB22",1,"MB22-1","left medial"
"1041",14.1,"left","medial",0.0005675,0.000192,0.0003755,0.9644,1.1343,0.7944,"MB13",1,"MB13-1","left medial"
"2743",14.1,"left","medial",0.00093925,0.0002275,0.0008385,2.5397,1.5925,3.487,"MB18",1,"MB18-1","left medial"
"1329",14.1,"left","medial",0,0,0,0,0,0,"MB13",2,"MB13-2","left medial"
"3389",14.1,"left","medial",0,0,0,0,0,0,"MB19",1,"MB19-1","left medial"
"5622",14.1,"right","medial",6e-04,0,8e-04,1.4455,1.0035,1.8876,"MB23",2,"MB23-2","right medial"
"4267",14.1,"right","medial",8e-04,0,9e-04,0.9967,0.0106,1.9828,"MB21",2,"MB21-2","right medial"
"5228",14.1,"right","medial",0.0012,6e-04,6e-04,2.5609,3.1137,2.0081,"MB23",1,"MB23-1","right medial"
"816",14.1,"right","medial",0.0036,0,0.0038,3.487,1.0231,5.9509,"MB12",2,"MB12-2","right medial"
"579",14.1,"right","medial",0.0038,3e-04,0.0054,3.6714,0.6051,6.7377,"MB12",1,"MB12-1","right medial"
"3688",14.1,"right","medial",2.125e-05,7.5e-06,5.175e-05,0.1389,0.0378,0.24,"MB19",2,"MB19-2","right medial"
"3978",14.1,"right","medial",0.0093,0.0028,0.0077,16.4748,11.5343,21.4154,"MB21",1,"MB21-1","right medial"
"2221",14.1,"right","medial",0.0004625,0.0002495,0.00021625,2.6845,2.5421,2.8269,"MB17",1,"MB17-1","right medial"
"134",14.1,"right","medial",0.00279575,0.00023525,0.0026305,3.168,1.1957,5.1403,"MB11",1,"MB11-1","right medial"
"1609",14.1,"right","medial",0.00341475,0.00090525,0.002948,3.9242,0.7603,7.0881,"MB14",1,"MB14-1","right medial"
"5623",14.2,"left","medial",0,0,1e-04,1.2544,1.5,1.0087,"MB23",2,"MB23-2","left medial"
"5229",14.2,"left","medial",2e-04,1e-04,1e-04,0.5267,0.8716,0.1818,"MB23",1,"MB23-1","left medial"
"817",14.2,"left","medial",0.0011,2e-04,9e-04,3.2295,3.3272,3.1318,"MB12",2,"MB12-2","left medial"
"4268",14.2,"left","medial",0.0011,9e-04,4e-04,1.4648,0.9591,1.9704,"MB21",2,"MB21-2","left medial"
"580",14.2,"left","medial",0.0013,7e-04,6e-04,2.3225,3.6068,1.0382,"MB12",1,"MB12-1","left medial"
"3979",14.2,"left","medial",0.0074,0.0023,0.0051,4.4395,2.4621,6.4169,"MB21",1,"MB21-1","left medial"
"2222",14.2,"left","medial",0.000113,0.00010125,1.175e-05,0.3158,0.5674,0.0642,"MB17",1,"MB17-1","left medial"
"3689",14.2,"left","medial",0.00076225,9.85e-05,0.0007115,0.9898,0.1213,1.8583,"MB19",2,"MB19-2","left medial"
"135",14.2,"left","medial",0.00104725,0.00027525,0.00117725,1.6954,0.9444,2.4465,"MB11",1,"MB11-1","left medial"
"1610",14.2,"left","medial",0.00293775,0.00075625,0.002873,3.4506,0.7513,6.15,"MB14",1,"MB14-1","left medial"
"4876",14.2,"right","medial",9.25e-05,7.5e-06,0.00018875,0.9194,0.0138,1.825,"MB22",2,"MB22-2","right medial"
"2481",14.2,"right","medial",0.0001265,7.075e-05,5.8e-05,1.3102,0.7923,1.8281,"MB17",2,"MB17-2","right medial"
"3069",14.2,"right","medial",0.00019875,0.00013375,9.8e-05,0.5197,0.0771,0.9623,"MB18",2,"MB18-2","right medial"
"4518",14.2,"right","medial",0.000219,0,0.00108425,1.7291,0,3.4582,"MB22",1,"MB22-1","right medial"
"3390",14.2,"right","medial",0.0009315,0.000755,0.0001765,2.9679,3.7726,2.1631,"MB19",1,"MB19-1","right medial"
"1330",14.2,"right","medial",0.0014835,0.0004495,0.001083,2.997,3.108,2.8861,"MB13",2,"MB13-2","right medial"
"1943",14.2,"right","medial",0.0030065,0.000177,0.00298575,5.1423,1.0866,9.198,"MB14",2,"MB14-2","right medial"
"363",14.2,"right","medial",0,0,0,0,0,0,"MB11",2,"MB11-2","right medial"
"1042",14.2,"right","medial",0,0,0,0,0,0,"MB13",1,"MB13-1","right medial"
"2744",14.2,"right","medial",0,0,0,0,0,0,"MB18",1,"MB18-1","right medial"
"364",14.3,"left","medial",0,0,5.125e-05,0.5226,0.7255,0.3197,"MB11",2,"MB11-2","left medial"
"4877",14.3,"left","medial",1.35e-05,6.25e-06,6.2e-05,0.7902,0.5331,1.0473,"MB22",2,"MB22-2","left medial"
"1944",14.3,"left","medial",6.7e-05,0,0.00019925,0.974,1,0.948,"MB14",2,"MB14-2","left medial"
"3070",14.3,"left","medial",0.00022025,0.00012775,9.25e-05,0.5714,0.3187,0.8241,"MB18",2,"MB18-2","left medial"
"4519",14.3,"left","medial",0.00025125,5e-07,0.00062925,1.6389,2.3459,0.932,"MB22",1,"MB22-1","left medial"
